1,M. Ryan,25,G
12,M. Langerak,29,G
18,D. Vukovic,32,G
2,M. Degenek,23,D
3,A. Gersbach,20,D
6,M. Jurman,28,D
7,J. Risdon,25,D
8,B. Wright,25,D
16,A. Behich,27,D
19,R. McGowan,28,D
20,T. Sainsbury,25,D
5,J. Jeggo,25,M
13,A. Mooy,27,M
15,M. Jedinak,33,M
21,M. Luongo,25,M
22,J. Irvine,24,M
23,T. Rogic,25,M
41,M. Milligan,32,M
42,M. Leckie,26,M
4,T. Cahill,38,A
9,T. Juric,26,A
10,R. Kruse,29,A
11,C. Goodwin,26,A
14,J. Troisi,29,A
17,N. Rukavytsya,30,A
