1,R. Jridi,32,G
16,A. Mathlouthi,33,G
22,M. Ben Cherifia,26,G
2,S. Ben Youssef,28,D
3,A. Abdennour,28,D
4,Z. Boughattas,27,D
5,S. Kchok,23,D
6,C. Dhaouadi,30,D
12,A. Maaloul,27,D
17,H. Mathlouthi,25,D
20,M. Yacoubi,27,D
21,H. Nagguez,25,D
8,H. Lahmar,27,M
10,W. Khazri,26,M
13,F. Sassi,25,M
14,M. Ben Amor,25,M
15,L. Azouni,23,M
18,A. Khalil,23,M
23,N. Sliti,25,M
7,Y. Msakni,27,A
9,A. Akaichi,28,A
11,Y. Khenissi,25,A
19,S. Khalifa,31,A
