1,J. Hansen,32,G
2,D. Jensen,25,G
3,F. Ronnow,25,G
4,A. Bjelland,29,D
5,M. Jorgensen,27,D
6,J. Larsen,26,D
7,J. Vestergaard,25,D
8,R. Durmisi,23,D
9,F. Sorensen,25,D
10,A. Christensen,21,D
11,W. Kvist,32,M
12,L. Schone,31,M
13,T. Delaney,26,M
14,C. Eriksen,25,M
15,L. Lerager,24,M
16,A. Hjulsager,22,M
17,L. Vibe,30,A
18,N. Jorgensen,26,A
19,M. Braithwaite,26,A
20,Y. Poulsen,23,A
21,P. Sisto,22,A
22,K. Dolberg,20,A
